"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","V tomto přehledu máte k dispozici informace o Vašich posledních aktivitách a můžete zde měnit nastavení svého účtu. Pro zobrazení informací či jejich editaci si vyberte z odkazů níže."
"Frontend Properties","Frontend Properties"
"General","General"
"General Information","General Information"
"General Subscription","Obecné novinky"
"Go back","Go back"
"Hello, %s!","Vítáme uživatele %s!"
"If you have an account with us, log in using your email address.","If you have an account with us, log in using your email address."
"Input Type","Input Type"
"Input Validation","Input Validation"
"Input/Output Filter","Input/Output Filter"
"Label","Label"
"Lines Count","Lines Count"
"Login","Login"
"Login Information","Login Information"
"Login or Create an Account","Login or Create an Account"
"MM","MM"
"Manage Addresses","Manage Addresses"
"Manage Customer Address Attributes","Manage Customer Address Attributes"
"Manage Customer Attributes","Manage Customer Attributes"
"Manage Form Types","Manage Form Types"
"Manage Label / Options","Manage Label / Options"
"Maximum File Size (bytes)","Maximum File Size (bytes)"
"Maximum Image Height (px)","Maximum Image Height (px)"
"Maximum Image Width (px)","Maximum Image Width (px)"
"Maximum Text Length","Maximum Text Length"
"Maximum value","Maximum value"
"Minimal value","Minimal value"
"Minimum Text Length","Minimum Text Length"
"Month","Month"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","Můj přehled"
"New Address Entry","Položka nové adresy"
"New Attribute","New Attribute"
"New Customer Address Attribute","New Customer Address Attribute"
"New Customer Attribute","New Customer Attribute"
"New Customers","New Customers"
"New Fieldset","New Fieldset"
"New Form Type","New Form Type"
"New Password","Nové heslo"
"Newsletter Subscription","Příihlášení k odběru zpravodaje"
"Newsletters","Zpravodaje"
"No","No"
"None","None"
"Password","Heslo"
"Personal Information","Personal Information"
"Please enter your email address below. You will receive a link to reset your password.","Please enter your email address below. You will receive a link to reset your password."
"Please enter your email below and we will send you the confirmation link for it.","Please enter your email below and we will send you the confirmation link for it."
"Please select region, state or province","Please select region, state or province"
"Properties","Properties"
"Register","Register"
"Registered Customers","Registered Customers"
"Remove","Odebrat"
"Reset a Password","Obnovit heslo"
"Save","Save"
"Save Address","Save Address"
"Save Attribute","Uložit atribut"
"Save Password","Uložit heslo"
"Save and Continue Edit","Save and Continue Edit"
"Send confirmation link","Send confirmation link"
"Show on Frontend","Show on Frontend"
"Sign Up for Newsletter","Přihlásit k odběru zpravodaje"
"Sort Order","Sort Order"
"State/Province","Stát / provincie"
"Store Credit","Store Credit"
"Store View","Store View"
"Street Address","Street Address"
"Street Address %s","Street Address %s"
"Submit","Submit"
"System","System"
"System form type cannot be deleted.","System form type cannot be deleted."
"Telephone","Telephone"
"The customer address attribute has been deleted.","The customer address attribute has been deleted."
"The customer address attribute has been saved.","The customer address attribute has been saved."
"The customer attribute has been deleted.","The customer attribute has been deleted."
"The customer attribute has been saved.","The customer attribute has been saved."
"This is My Default %s Address","This is My Default %s Address"
"To use this attribute in address template you should edit it here.","To use this attribute in address template you should edit it here."
"Use Store Credit (%s available)","Use Store Credit (%s available)"
"Use as My Default %s Address","Použít jako moji výchozí %s adresu"
"Use as My Default Billing Address","Použít jako moji výchozí fakturační adresu"
"Use as My Default Shipping Address","Použít jako moji výchozí dodací adresu"
"Use as my default billing address","Použít jako moji výchozí fakturační adresu"
"Use as my default shipping address","Použít jako moji výchozí dodací adresu"
"Use helper with defined EAV entity","Use helper with defined EAV entity"
"VAT Number","DIČ"
"Valid range 2-20","Valid range 2-20"
"Visible on Frontend","Visible on Frontend"
"YYYY","YYYY"
"Year","Year"
"Yes","Yes"
"You are currently not subscribed to any newsletter.","Momentálně nejste přihlášeni k odběru jakéhokoliv zpravodaje."
"You are currently subscribed to 'General Subscription'.","Nyní jste přihlášeni k odběru obecných novinek."
"You are currently subscribed to our newsletter.","Jste přihlášeni k odběru našeho zpravodaje."
"You cannot delete this attribute.","Tento atribut nelze odstranit."
"You cannot edit this attribute.","You cannot edit this attribute."
"You have no additional address entries in your address book.","V adresáři nemáte žádné jiné adresy."
"You have no default billing address in your address book.","You have no default billing address in your address book."
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"Zip/Postal Code","Zip/Postal Code"
