"Add New URL Rewrite","Přidat nové přesměrování URL"
"Add New User","Přidat nového uživatele"
"Add New Variable","Přidat novou proměnnou"
"Add Products","Přidat produkty"
"Add URL Rewrite","Přidat URL Rewrite"
"Add URL Rewrite for a Category","Přidat URL Rewrite pro kategorii"
"Add URL Rewrite for a Product","Přidat URL Rewrite pro produkt"
"Add after","Přidat za"
"Add to category","Přidat do kategorie"
"Additional Cache Management","Additional Cache Management"
"Address Type:","Typ adresy:"
"Admin","Admin"
"Advanced Admin Section","Advanced Admin Section"
"Advanced Profiles","Rozšířené profily"
"Advanced Section","Advanced Section"
"After authorization application will have access to you account.","After authorization application will have access to you account."
"All","Vše"
"All Allowed Countries","Všechny povolené země"
"All Cache","Všechny mezipaměti"
"All Files","Všechny soubory"
"All Reviews","Všechny recenze"
"All Store Views","Všechny pohledy obchodů"
"All Storefronts","All Storefronts"
"All Tags","Všechny štítky"
"All Websites","Všechny weby"
"All countries","Všechny země"
"All fields","Všechna pole"
"All possible rates were fetched, please click on ""Save"" to apply","All possible rates were fetched, please click on ""Save"" to apply"
"All rates were fetched, please click on ""Save"" to apply","All rates were fetched, please click on ""Save"" to apply"
"All valid rates have been saved.","Všechny platné sazby byly uloženy."
"Already in category","Již v kategorii"
"Always (during development)","Vždy (během vývoje)"
"Amounts","Částky"
"An error has occured while syncronizing media storages.","An error has occured while syncronizing media storages."
"An error occurred while clearing the JavaScript/CSS cache.","An error occurred while clearing the JavaScript/CSS cache."
"An error occurred while clearing the configurable swatches image cache.","An error occurred while clearing the configurable swatches image cache."
"An error occurred while clearing the image cache.","Při vyprazdňování cache paměti obrázků došlo k chybě."
"An error occurred while deleting URL Rewrite.","An error occurred while deleting URL Rewrite."
"An error occurred while deleting email template data. Please review log and try again.","An error occurred while deleting email template data. Please review log and try again."
"An error occurred while deleting record(s).","Při odstraňování těchto záznamů došlo k chybě."
"An error occurred while deleting this role.","Při odstraňování této role došlo k chybě."
"An error occurred while deleting this set.","Při odstraňování této sady došlo k chybě."
"An error occurred while deleting this template.","Při odstraňování této šablony došlo k chybě."
"An error occurred while finishing process. Please refresh the cache","An error occurred while finishing process. Please refresh the cache"
"An error occurred while rebuilding the CatalogInventory Stock Status.","An error occurred while rebuilding the CatalogInventory Stock Status."
"An error occurred while rebuilding the catalog index.","An error occurred while rebuilding the catalog index."
"An error occurred while rebuilding the flat catalog category.","An error occurred while rebuilding the flat catalog category."
"An error occurred while rebuilding the flat product catalog.","An error occurred while rebuilding the flat product catalog."
"An error occurred while rebuilding the search index.","An error occurred while rebuilding the search index."
"An error occurred while refreshing the Catalog Rewrites.","An error occurred while refreshing the Catalog Rewrites."
"An error occurred while refreshing the Layered Navigation indices.","An error occurred while refreshing the Layered Navigation indices."
"An error occurred while refreshing the catalog rewrites.","An error occurred while refreshing the catalog rewrites."
"An error occurred while refreshing the layered navigation indices.","An error occurred while refreshing the layered navigation indices."
"An error occurred while saving URL Rewrite.","An error occurred while saving URL Rewrite."
"An error occurred while saving account.","Při ukládání účtu došlo k chybě."
"An error occurred while saving review.","Při ukládání recenze došlo k chybě."
"An error occurred while saving the customer.","Při ukládání zákazníka došlo k chybě."
"An error occurred while saving this configuration:","Při ukládání této konfigurace došlo k chybě:"
"An error occurred while saving this role.","Při ukládání této role došlo k chybě."
"An error occurred while saving this template.","Při ukládání této šablony došlo k chybě."
"An error occurred while updating the selected review(s).","An error occurred while updating the selected review(s)."
"Any","Jakýkoliv"
"Any Attribute Set","Jakákoli sada atributů"
"Any Group","Jakákoli skupina"
"Any Status","Jakýkoli stav"
"Any Store","Jakýkoliv obchod"
"Any Type","Jakýkoli typ"
"Any Visibility","Jakákoliv viditelnost"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Any data created since the backup was made will be lost including admin users, customers and orders."
"Archive file name:","Název souboru archívu:"
"Are you sure that you want to delete this template?","Jste si jisti, že chcete odstranit tuto šablonu?"
"Are you sure that you want to strip tags?","Are you sure that you want to strip tags?"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Are you sure you want to proceed?","Are you sure you want to proceed?"
"Area","Oblast"
"As low as:","Již od:"
"Assigned","Přiřazeno"
"Associated Tags","Související štítky"
"Attribute Set Name:","Název sady atributů:"
"Attributes","Atributy"
"Authorization confirmed","Authorization confirmed"
"Authorize","Authorize"
"Authorize application","Authorize application"
"Authorized OAuth Tokens","Authorized OAuth Tokens"
"Automatic (equalize price ranges)","Automatic (equalize price ranges)"
"Automatic (equalize product counts)","Automatic (equalize product counts)"
"Average Order Amount","Průměrná výše objednávky"
"Average Orders","Průměrná hodnota objednávky"
"BINARY","BINARY"
"Back","Zpět"
"Back to Login","Back to Login"
"Backup","Zálohování"
"Backup Name","Název zálohy"
"Backup options","Možnosti zálohování"
"Backups","Zálohy"
"Base currency","Základní měna"
"Bcc","Skrytá kopie"
"Bestsellers","Nejprodávanější"
"Billing Address","Fakturační adresa"
"Billing Address: ","Fakturační adresa: "
"Billing Agreement","Billing Agreement"
"Billing Agreements","Billing Agreements"
"Block Information","Block Information"
"Both (without and with tax)","Both (without and with tax)"
"Both IPN and PDT","Both IPN and PDT"
"Browse Files...","Procházet soubory..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"CMS","CMS"
"CRITICAL","KRITICKÝ"
"CSV","CSV"
"CSV / Tab separated","CSV / oddělené tabulátory"
"Cache Control","Cache Control"
"Cache Control (beta)","Cache Control (beta)"
"Cache Management","Cache Management"
"Cache Type","Cache Type"
"Cancel","Zrušit"
"Cancel detach","Cancel detach"
"Cannot add new comment.","Nelze přidat nový komentář."
"Cannot add tracking number.","Nelze přidat číslo pro sledování."
"Cannot create an invoice without products.","Nelze vytvořit fakturu bez produktů."
"Cannot create credit memo for the order.","Nelze vytvořit dobropis pro danou objednávku."
"Cannot delete the design change.","Cannot delete the design change."
"Cannot delete tracking number.","Cannot delete tracking number."
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"Cannot initialize shipment for adding tracking number.","Cannot initialize shipment for adding tracking number."
"Cannot initialize shipment for delete tracking number.","Cannot initialize shipment for delete tracking number."
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","Cannot retrieve tracking number detail."
"Cannot save shipment.","Zásilku nelze uložit."
"Cannot save the credit memo.","Dobropis nelze uložit."
"Cannot send shipment information.","Nelze odeslat informace o zásilce."
"Cannot update item quantity.","Cannot update item quantity."
"Cannot update the item\'s quantity.","Cannot update the item\'s quantity."
"Card Verification Number","Card Verification Number"
"Catalog","Katalog"
"Catalog Price Rules","Cenová pravidla katalogu"
"Catalog Rewrites","Catalog Rewrites"
"Categories","Kategorie"
"Category","Kategorie"
"Category:","Kategorie:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>."
"Checkbox","Zaškrtávací políčko"
"Child Transactions","Podřízené transakce"
"Choose Store View:","Choose Store View:"
"Choose an attribute","Choose an attribute"
"Chosen category does not associated with any website, so url rewrite is not possible.","Chosen category does not associated with any website, so url rewrite is not possible."
"Chosen product does not associated with any website, so url rewrite is not possible.","Chosen product does not associated with any website, so url rewrite is not possible."
"Clear","Vymazat"
"Close","Zavřít‏"
"Code","Kód"
"Comment text field cannot be empty.","Pole pro poznámky nemůže být prázdné."
"Complete","Complete"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configuration","Konfigurace"
"Confirm New Password","Potvrzení nového hesla"
"Confirm token authorization Pop Up for admin","Confirm token authorization Pop Up for admin"
"Confirm token authorization for admin","Confirm token authorization for admin"
"Confirmation Of Authorization","Confirmation Of Authorization"
"Confirmed email:","Confirmed email:"
"Connect with the Magento Community","Connect with the Magento Community"
"Continue","Pokračovat"
"Convert to Plain Text","Převést na prostý text"
"Cookie (unsafe)","Cookie (unsafe)"
"Country","Země"
"Country:","Země:"
"Coupons","Kupóny"
"Create","Vytvořit"
"Create DB Backup","Vytvořit zálohu databáze"
"Create New Attribute","Vytvořit nový atribut"
"Create URL Rewrite:","Vytvořte adresu URL Rewrite:"
"Created At","Vytvořeno"
"Creation date","Datum vytvoření"
"Credit Card %s","Kreditní karta %s"
"Credit Card Number","Číslo kreditní karty"
"Credit Card Number: xxxx-%s","Číslo kreditní karty: xxxx-%s"
"Credit Card Type","Typ kreditní karty"
"Credit Card Type: %s","Typ kreditní karty: %s"
"Credit Memo History","Historie dobropisů"
"Credit Memo Totals","Doborpis celkem"
"Credit Memos","Dobropisy"
"Credit memo #%s comment added","Přidán komentář k dobropisu #%s"
"Credit memo #%s created","Byl vytořen dobropis #%s"
"Credit memo\'s total must be positive.","Hodnota dobropisu musí být kladné číslo."
"Currency","Měna"
"Currency ""%s"" is used as %s in %s.","Měna ""%s"" se používá jako %s v %s."
"Currency Information","Informace o měně"
"Currency Setup Section","Currency Setup Section"
"Current Admin Password","Současné heslo administrátora"
"Current Configuration Scope:","Current Configuration Scope:"
"Current Month","Tento měsíc"
"Custom","Vlastní"
"Custom Variable ""%s""","Vlastní proměnná ""%s"""
"Custom Variables","Vlastní proměnné"
"Customer","Zákazník"
"Customer Group:","Skupina zákazníků:"
"Customer Groups","Skupiny zákazníků"
"Customer Name","Jméno zákazníka"
"Customer Reviews","Recenze zákazníků"
"Customer Shopping Carts","Košíky zákazníků"
"Customer Since:","Zákazník od:"
"Customer Tax Classes","Daňové třídy zákazníků"
"Customer with the same email already exists.","Customer with the same email already exists."
"Customers","Zákazníci"
"Customers by Number of Orders","Customers by Number of Orders"
"Customers by Orders Total","Zákazníci podle obratu"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","Přehled"
"Data Format","Formát dat"
"Data transfer:","Data transfer:"
"Database","Databáze"
"Dataflow - Advanced Profiles","Dataflow - Advanced Profiles"
"Dataflow - Profiles","Dataflow - Profiles"
"Date","Datum"
"Date & Time","Datum a čas"
"Date Added","Datum přidání"
"Date Updated","Datum aktualizace"
"Date selection:","Výběr data:"
"Date selector","Date selector"
"Day","Den"
"Decimal separator:","Oddělovač desetinných míst:"
"Default (Admin) Values","Default (Admin) Values"
"Default Billing Address","Default Billing Address"
"Default Config","Výchozí konfigurace"
"Default Template from Locale","Výchozí šablona z Národního prostředí"
"Default Values","Výchozí hodnoty"
"Default display currency ""%s"" is not available in allowed currencies.","Výchozí zobrazovaná měna ""%s"" není v seznamu povolených měn."
"Default scope","Výchozí rozsah"
"Delete","Odstranit"
"Delete %s","Odstranit %s"
"Delete %s '%s'","Odstranit %s '%s'"
"Delete File","Smazat soubor"
"Delete Image","Odstranit obrázek"
"Delete Profile","Odstranit profil"
"Delete Role","Odstranit roli"
"Delete Store","Odstranit obchod"
"Delete Store View","Odstranit pohled obchodu"
"Delete Template","Odstranit šablonu"
"Delete User","Odstranit uživatele"
"Delete Website","Odstranit web"
"Description","Popis"
"Design","Vzhled"
"Design Section","Design Section"
"Detach from category","Detach from category"
"Details","Podrobnosti"
"Developer Section","Developer Section"
"Direction:","Směr:"
"Disable","Vypnout"
"Disabled","Vypnuto"
"Display %s first","Zobrazit první %s"
"Display default currency","Zobrazit výchozí měnu"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Do you really want to proceed?","Opravdu chcete pokračovat?"
"Download","Stáhnout"
"Download SKUs","Stáhnout SKU"
"Downloads","Soubory ke stažení"
"Drag to move","Přetažením přesunete"
"Drop-down","Rozbalovací seznam"
"Edit","Upravit"
"Edit Design Change","Upravit změnu designu"
"Edit Email Template","Upravit šablonu e-mailu"
"Edit Order","Upravit objednávku"
"Edit Poll","Upravit anketu"
"Edit Queue","Upravit frontu"
"Edit Review","Upravit recenzi"
"Edit Role","Upravit roli"
"Edit Store View","Edit Store View"
"Edit System Template","Edit System Template"
"Edit Template","Upravit šablonu"
"Edit URL Rewrite","Upravit adresu URL Rewrite"
"Edit User","Upravit uživatele"
"Edit User '%s'","Upravit uživatele ""%s"""
"Edit Website","Upravit web"
"Email","E-mail"
"Email Address:","E-mailová adresa:"
"Email to a Friend","Email to a Friend"
"Email:","E-mail:"
"Enable","Zapnout"
"Enabled","Zapnuto"
"Enclose Values In:","Enclose Values In:"
"Enter a comma separated list of SKUs that will always be displayed at the top of your category","Enter a comma separated list of SKUs that will always be displayed at the top of your category"
"Entity Attributes","Atributy entity"
"Entity Type","Typ entity"
"Entity type:","Typ entity:"
"Error","Chyba"
"Excel XML","Excel XML"
"Excl. Tax","Bez DPH"
"Excl. Tax:","Bez DPH:"
"Exclude media folder from backup","Exclude media folder from backup"
"Expiration Date","Datum expirace"
"Expiration Date: %s/%s","Expiration Date: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Exportovat filtry"
"Export to:","Export to:"
"Export:","Export:"
"FTP Host","FTP hostitel"
"FTP Host[:Port]","FTP hostitel [: Port]"
"FTP Login","FTP přihlášovací jméno"
"FTP Password","FTP heslo"
"FTP credentials","FTP přihlašovací údaje"
"Failed","Failed"
"Failed to add a product to cart by id ""%s"".","Failed to add a product to cart by id ""%s""."
"Failed to cancel the billing agreement.","Failed to cancel the billing agreement."
"Failed to clear the JavaScript/CSS cache.","Failed to clear the JavaScript/CSS cache."
"Failed to delete the billing agreement.","Failed to delete the billing agreement."
"Failed to update the profile.","Failed to update the profile."
"Field","Pole"
"Field Mapping","Mapování polí"
"File","Soubor"
"File Information","Informace o souboru"
"File System","Souborový systém"
"File mode","Režim souboru"
"File name:","Název souboru:"
"File size should be more than 0 bytes","Velikost souboru by měla být větší než 0 bajtů"
"Finished profile execution.","Finished profile execution."
"First Invoice Created Date","First Invoice Created Date"
"First Name","Jméno"
"First Name is required field.","First Name is required field."
"First Name:","Jméno:"
"Fixed","Pevný"
"Flush Catalog Images Cache","Flush Catalog Images Cache"
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache"
"Flush Swatch Images Cache","Flush Swatch Images Cache"
"For category","Pro kategorii"
"For latest version visit: %s","For latest version visit: %s"
"For product","Pro produkt"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","Zapomněli jste heslo?"
"Forgot your user name or password?","Zapomněli jste své uživatelské jméno nebo heslo?"
"From","Od"
"GLOBAL","GLOBÁLNÍ"
"Gb","Gb"
"General Information","Všeobecné informace"
"General Section","Obecná sekce"
"Get Image Base64","Get Image Base64"
"Get help for this page","Nápověda pro tuto stránku"
"Give the verifier code to application administrator","Give the verifier code to application administrator"
"Global Attribute","Globální atribut"
"Global Record Search","Globální vyhledávání záznamů"
"Global Search","Globální vyhledávání"
"Go Today","Dnes"
"Go to Top","Přejít na začátek"
"Go to messages inbox","Go to messages inbox"
"Go to notifications","Go to notifications"
"Google Base","Google Base"
"Google Content","Google Content"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Celkový součet"
"Grid (default) / List","Grid (default) / List"
"Grid Only","Grid Only"
"Group:","Skupina:"
"Guest","Guest"
"HTTP (unsecure)","HTTP (nezabezpečené)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Help Us Keep Magento Healthy - Report All Bugs"
"Helper attributes should not be used in custom layout updates.","Helper attributes should not be used in custom layout updates."
"Helper for options rendering doesn't implement required interface.","Pomocník(helper) pro možnosti vykreslování musí implementovat požadované rozhraní(interface)."
"Hero Products","Hero Products"
"Home","Úvod"
"ID","ID"
"ID Path","ID cesty"
"IP Address","IP adresa"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"Id","ID"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Pokud existuje účet spojený s e-mailem %s obdržíte e-mail s odkazem na obnovení hesla."
"If this message persists, please contact the store owner.","If this message persists, please contact the store owner."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Images (.gif, .jpg, .png)","Obrázky (.gif, .jpg, .png)"
"Images Cache","Cache obrázků"
"Import","Import"
"Import Service","Import Service"
"Import and Export","Import a Export"
"Import and Export Tax Rates","Import a Export daňových sazeb"
"Import/Export","Import/Export"
"Import/Export Advanced","Pokročilý Import/Export"
"Import/Export Profile","Profil Importu/Exportu"
"Important: ","Důležité: "
"Imported <strong>%s</strong> records","Importováno <strong>%s</strong> záznamů"
"In","In"
"In Database:","V databázi:"
"In File:","V souboru:"
"Inactive","Neaktivní"
"Incl. Tax","S DPH"
"Incl. Tax:","S DPH:"
"Incoming Message","Příchozí zpráva"
"Insert Variable...","Vložit proměnnou..."
"Interactive","Interaktivní"
"Interface Locale: %s","Národní prostředí pro rozhraní: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid User Name or Password.","Neplatné uživatelské jméno nebo heslo."
"Invalid directory: %s","Neplatný adresář: %s"
"Invalid email address ""%s"".","Neplatná e-mailová adresa ""%s""."
"Invalid email address.","Neplatná e-mailová adresa."
"Invalid file: %s","Neplatný soubor: %s"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid parent block for this block.","Invalid parent block for this block."
"Invalid password reset token.","Invalid password reset token."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Please use only visible characters and spaces."
"Invalid timezone","Neplatné časové pásmo"
"Invalidated","Zrušena"
"Inventory Stock Status","Stav skladových zásob"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice History","Historie faktur"
"Invoice Totals","Invoice Totals"
"Invoice canceling error.","Invoice canceling error."
"Invoice capturing error.","Invoice capturing error."
"Invoice voiding error.","Chyba při anulování faktúry."
"Invoices","Faktury"
"Is Closed","Is Closed"
"Is Default","Is Default"
"Issue Number","Issue Number"
"Items","Položky"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","Posledních 24 hodin"
"Last 5 Orders","Posledních 5 objednávek"
"Last 5 Search Terms","Posledních 5 hledaných výrazů"
"Last 7 Days","Posledních 7 dní"
"Last Credit Memo Created Date","Datum vytvoření posledního dobropisu"
"Last Invoice Created Date","Datum vytvoření poslední faktury"
"Last Logged In (%s):","Poslední přihlášení (%s):"
"Last Logged In:","Poslední přihlášení:"
"Last Name","Příjmení"
"Last Name is required field.","Příjmení je povinné pole."
"Last Name:","Příjmení:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","Poslední zpráva:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices were refreshed.","Layered Navigation Indices were refreshed."
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Lifetime Sales","Celkový obrat"
"Lifetime statistics have been updated.","Lifetime statistics have been updated."
"Links","Odkazy"
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"List (default) / Grid","List (default) / Grid"
"List Only","Pouze seznam"
"Load Template","Načíst šablonu"
"Load default template","Načíst výchozí šablonu"
"Loading...","Nahrávám..."
"Local Server","Místní server"
"Local/Remote Server","Místní/vzdálený server"
"Locale","Národní prostředí"
"Log In","Přihlásit se"
"Log Out","Odhlásit se"
"Log in to Admin Panel","Log in to Admin Panel"
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Logged in as %s","Přihlášen jako %s"
"Login","Přihlášení"
"Low Stock","Low Stock"
"MAJOR","DŮLEŽITÉ"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Logo Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento root directory"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI)."
"Manage Attribute Sets","Manage Attribute Sets"
"Manage Attributes","Správa atributů"
"Manage Categories","Správa kategorií"
"Manage Content","Správa obsahu"
"Manage Currency Rates","Správa kurzů měn"
"Manage Customers","Správa zákazníků"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Ratings","Správa hodnocení"
"Manage Stores","Správa obchodů"
"Manage Tax Rules","Správa daňových pravidel"
"Manage Tax Zones and Rates","Manage Tax Zones and Rates"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manual","Manual"
"Mass Product Assignment","Mass Product Assignment"
"Matched Expression","Matched Expression"
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"Mb","MB"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Messages Inbox"
"Month","Měsíc"
"Most Viewed","Nejčastěji prohlížené"
"Most Viewed Products","Nejčastěji prohlížené produkty"
"Move to bottom","Přesunout dolů"
"Move to top","Přesunout nahoru"
"Multiple Select","Vícenásobný výběr"
"My Account","Můj účet"
"My Applications","My Applications"
"N/A","N/A"
"NOTICE","NOTICE"
"Name","Name"
"Name on Card","Jméno na kartě"
"Name on the Card: %s","Jméno na kartě: %s"
"Name:","Jméno:"
"Never (production)","Never (production)"
"New ","Nový "
"New API Key","Nový API klíč"
"New Accounts","Nové účty"
"New Attribute","Nový atribut"
"New Block","Nový blok"
"New Category","Nová kategorie"
"New Class","Nová třída"
"New Condition","Nová podmínka"
"New Custom Variable","Nová vlastní proměnná"
"New Customer","Nový zákazník"
"New Customers","Noví zákazníci"
"New Design Change","Nová změna designu"
"New Email Template","Nová šablona e-mailu"
"New Group","Nová skupina"
"New Invoice","Nová faktura"
"New Item Type","Nový typ položky"
"New Memo","Nová poznámka"
"New Memo for #%s","Nová poznámka pro #%s"
"New Page","Nová stránka"
"New Password","Nové heslo"
"New Poll","Nová anketa"
"New Profile","Nový profil"
"New Rate","Nová sazba"
"New Rating","Nové hodnocení"
"New Review","Nová recenze"
"New Role","Nová role"
"New Rule","Nové pravidlo"
"New Search","Nové hledání"
"New Set","Nová sada"
"New Shipment","Nová zásilka"
"New Sitemap","Nová mapa stránek"
"New Store View","Nový pohled obchodu"
"New System Template","Nová systémová šablona"
"New Tag","Nový štítek"
"New Template","Nová šablona"
"New User","Nový uživatel"
"New Variable","Nová proměnná"
"New Website","Nový web"
"New attribute set mapping","New attribute set mapping"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","Zpravodaj"
"Newsletter Problems","Problémy zpravodaje"
"Newsletter Queue","Fronta zpravodaje"
"Newsletter Subscribers","Odběratelé zpravodaje"
"Newsletter Templates","Šablony zpravodaje"
"Next month (hold for menu)","Příští měsíc (přidržením menu)"
"Next year (hold for menu)","Příští rok (přidržením menu)"
"No","Ne"
"No (price without tax)","No (price without tax)"
"No Data","Žádná data"
"No Data Found","Žádná data nenalezena"
"No Products","Žádné produkty"
